Kamal ke Phool Bhi khile huye hai.. talk about Irony!	842212707352907777	non-irony
#EVMkaBahana @TimesNow Why do you waste your time with @AamAadmiParty. Aapna ghar sambhalta nahi(Delhi). Chale dusro ko basane..!! IRONY	842126876348932100	irony
Jo khud Nabi Pak (SAW) ke baaton aur tareeqon pe amal nahin kartay wo log blasphemy ke bina par #Facebook ko #Ban kar rahay hain. #Irony	842110142422347776	non-irony
Biggest Irony: Jiss jagah se sara desh chalta hai waha ye chalta hai  pic.twitter.com/ExsYRokX7V	842022083156676608	non-irony
the irony is aise log desh ko aage badhane ki baat krte hain	842006961474289664	irony
oh the irony. aik doosre pe ungli uthane ki bhi shakal nai hamare 'leaders' ka  @oblmir	841975701087617024	irony
aaj kal irony ke bar buhat high set Hai.	841935759359774722	non-irony
awesome irony! Bahut aacha likha hai	841718433582465024	non-irony
weak kese rabb se baghawat kiye bethy hain... Khuwahishon ko khuda bnae bethy hain  Irony isn't it??	841565634295152640	non-irony
Irony of ironies Abhitak #Aap #INC #Aitc bharat NAHI chodachudi !!!https://twitter.com/pradeepmagazine/status/895303501894500352 …	895717364699865088	non-irony
#HamidAnsari Khule aam ap log hinduon ko marne ki dhamki dete ho. Aur aap log hi ashurakshit ho waaah kyaa baat hai . What a irony..	895696019005898758	irony
Haha irony khudi bol ke khudi ro rahy ho	895642385606221825	irony
Irony is #NawazSharif standing behind bullet proof glass and saying "mujhy apni fikar nhi hay, ap nojawano ki fikar hay" haye #GtRoad	895633985707102209	irony
Ye post bhi angreji main hai~irony	895622859233439745	non-irony
#Irony at its best. Jisko bachana chaha wahi jaan lene pe aa gye #KanhaiyaKumar	895610393644511235	irony
Irony die a thousand death. Hafiz Saeed's party's motto: Hamari siyasat, khidmat insaniyat. https://twitter.com/ThePrintIndia/status/895558600503853056 …	895561060459003904	irony
Hahahaha..aur ye kah kaun raha hai jiski fans Ranveer ko bolte hai that he got 100 because of Bhansali.. irony died 100 lives..	895515643801292800	irony
Irony is  Log duniya me sbko bhench*d bol dete   Sivaye apne jija k  Jo sach me h.. #oksorry	895489915898675200	irony
And the irony is k uncle sajid bhi apnay bachon se aisa kuch keh rhe hongay	895347653705437190	irony
@ek_samosa_dena , irony...when you order 30 ml more kyuki paani ki bottle me thoda paani baki hai..	895284865033175040	irony
And believing Guha the irony. Chachaji..aapki daal nahi galegi. QIM ke pehle bhi azaadi ki ladaai ladi gyi. Kyun jhooth pel rhe ho yaar	895283323018256384	non-irony
#Irony After singing National Anthem what we see is, "Iss Sehar ko ye hua kya,, Kahi raakh he,, to kahi Dhua Dhua !!"	895242350099742720	irony
Islami aur dhamka ka word ek sath he use kerna tha!! Irony https://twitter.com/geonews_urdu/status/894836286888042499 …	895194229315518464	non-irony
Irony ye hai ki hamari media se sahi news cover nahi hoti. Ye bik gayi hai Media #NorthEastFloods #FarmerSuicide	895171711133515777	irony
BUT @subhashbrala See the irony Shri Subhash Barala says " Beti Bachao Beti Padao"  pic.twitter.com/yOeTN4yneh	895147359037992960	non-irony
See the irony Shri Subhash Barala says " Beti Bachao Beti Padao"  pic.twitter.com/YcB2UBSTb0	895136903720189952	non-irony
Toilet likha hai to kar raha. Irony kya. Nai pta hoga ki movie hai.	895120471166902273	non-irony
Haha. To tumhare kaha log chhote hai? Chidu kaka bhi former minister hai #irony #GujaratRSPolls #biggesttestforsoniahttps://twitter.com/ANI/status/894964649153536000 …	894969720150962176	irony
Paresh Rawal said, "Log desh ko boodhe bhediyon ke haath mein chhod dete hain" in the movie Nayak. Irony dekh rahe ho bhai log?	894964254016536577	non-irony
Aap muft mashwara day rahi Hain k muft mashwaron say parhain karain.irony committed suicide	894921874332934144	irony
#AdyalaAwaitsNawaz Woml roti chura kai chor ho gaya Log mulk kha gai kannoon likhty likhty Irony of Pakistan	894853385597460481	irony
Irony of history: From Angrez-mukt in 1942 to #Congress-mukt in 2017 http://www.awesummly.com/news/4241183  #politics #newspic.twitter.com/IimPRKMqu3	894831144973156352	irony
Irony : 3 log mera birthday samajh kar wish bhi kardiye	894592996053626881	non-irony
Kal tak jo container walon ko galiyan deetey they aj khud charney ko tayyar hain. Irony #دِلوں_کا_وزیراعظم_نوازشریف	894570832281862144	irony
#PTI k ye halaat ho gaye hain k ab ye apne ap ko sacha saabit karnay ke liay aamir liaqat or veena malik ko quote krtay hain #irony	894560318336139264	irony
What is #irony? "Or bhai sab badiya? Yaar ek #problem hai, Achaa sun na m 2 min m call krta hun"	894556194475450368	irony
Irony is people here say "hamay pata Sharif kruptt Hai, to Kya hua? Kuch kaam (roads) to ker raha Hai"	894504050120687620	non-irony
What an irony...!  On the day of Raksha Bandhan, political slaves are doing slut shaming. Fir sanskaar sikhane ki baat bhi karte hain. 1/2	894493707793080321	irony
Irony is that "loog ab bhi is ganjey ko support kar rahey hain".....#دِلوں_کا_وزیراعظم_نوازشریف	894429092065443840	non-irony
And the irony is jis ladki ne tumhay sbse phle friendship day wish kiya tha agle hi din vohi tumhay "Happy rakshabandhan" wish kregi!	894406384908881920	non-irony
Beta aapke moo par iron parega, ussay bari koi irony ho hi nahi sakti	894315222302896131	non-irony
Irony of India.. english me likhne wala Hindi ke "Bhagwan" shabd ke liye pareshan hai. https://twitter.com/Chopdasaab/status/893906720749006848 …	894294394039181312	irony
Raat k iss peher Shaitaan jata nahi hai Neend ati nahi hai  Irony of my life	894280732314443776	irony
Aj office se jaldi chutti hogai, raat 9 baje  Oh the irony	894232916024324098	irony
Baqarkhani with no chai available. Irony	894168800400158720	irony
Wahaan se toh gandh bahar nikalte hain... Sad irony in it though...	894143822531252224	non-irony
Irony is #friendshipday pe Sab izzat se wish karte hai	894058735693443074	irony
Jiska owner khud rice bech kar farzi tarike se paise kamaye woh ab deshbhakt hai irony	893843021837381635	irony
Poori qaum ne #GameOfThones ka leaked episode dekh lia. Ye wohi loog hai jo Nawaz Shareef ko corrupt kehte hai. IRONY!	893790402549035008	irony
Bande ki Ye tweet dekho. Phir iske profile me ja ke dekho iske tweets & retweets promoting hindutva. Irony ki maa behen ki jai!!! https://twitter.com/knockinamit/status/893708439305699328 …	893782856664797184	non-irony
Maithun ji aap apne aap ko contradict kar rahe hai. Pehle clear karo leader hai ya gadha	938007210419920896	non-irony
Arre tumka ka batai bhaiya, hamra haal ka haii....  Nikle the hum ladki patane, bro-zone ho gaya hai....  @TheIronicalBaba @SarcasmHubb @ShitIndiansSay #memes #comedy #humor #don #don2 #shahrukhkhan #funny #trending #twitter #instagram	958561492219191297	non-irony
Aaj answer mil gaya @Sarcasm_Villa @SarcasmHubb @logic_humor @TheIronicalBaba @shaktiman23 @ghanta_gyanpic.twitter.com/TvgatUxhFn	923227840358653952	non-irony
@TheIronicalBaba @The_Sarcastic_J @shaktiman23 @zomical @SarcasmHubb @logic_humor @Viralndian  Bachche se harr gye? pic.twitter.com/tIBqqiv5Zk	917320597725515776	non-irony
@TheIronicalBaba  Automated reply maine kar rakha hai.   And waise ye jo tumne daala wo bhi kaunsa original hai. Pichle saal kaafi pages pe aaya tha ye.pic.twitter.com/AUurAFtz4p	959650723515346945	non-irony
Shortest Horror story for Singles:- "Bhai,Teri wali bahut khush rahegi"  @TheIronicalBaba	889354801779286016	non-irony
Kuch log hote hai Chutiye, Fir aate hai "jokes pe offend" hone wale log.  @TheIronicalBaba	884317875108012032	non-irony
Varun Dhawan: Hey Ganpti bappa morya. Pershan kare mujhe choriya  Me:Hey Ganpati bappa morya. Kyu block kare mujhe choriya  @TheIronicalBaba	907519927975780353	irony
Unlogo ka bhi alag swag hota hai, Jo Instagram k private account me Hastag use karte hai.  @TheIronicalBaba	885871850940768257	irony
Ironically ye log Santa ko bhi Nahi mante. Haram hai wo	940452805910831105	non-irony
Tu lyaaa.. bachaara ne kya sarcastic tweets par thi aama laayo.. be tu sarcasm ne satire maaj saro che bhai.. this is a trap..	910602747522703360	non-irony
Iska itna sense of humor nahi hai ki sarcastic ho sake...	892285833297838082	non-irony
Charlie Sheen akela kaccha kha jayenge in sabko sarcastic humor me https://twitter.com/not_dat_guy/status/897836714705563649 …	897841912148709377	non-irony
hahahaha. nai. it was ironic, sarcastic  samajh ni ai is liye tareef ki	896267423489380353	non-irony
Ee ravishwa to bahute sarcastic nikla	932693426205704194	non-irony
Umer bhai.. Ye sirf qamar dard walon pr ek sarcastic humor hai..sab ko pata hai Mian Nawaz Sharif asli leader hain..	912275819715862528	irony
Dabbe mie dabba, dabbe mie cake; kuchh aisa kar jao ki hamare surname ho jayein ek ... #foreveralone @logic_humor @sarcastic_us @sagarcasm	838612496843886592	non-irony
Apne naam ke pichhe '_astic' lga ke khud ko sarcastic samjhne walo ka bhi apna alag hi swag hai.	895634144226459648	non-irony
Are nahi ek launda tha 1k se pahle humor tweet karke sabko cc pelta tha ab  jhaantu pan pe aa gaya https://twitter.com/SarcasticThakur/status/890829469887340545 …	890830738588749824	non-irony
Bhai i doubt @OneTipOneHand_  now u..  Sare sarcastic log Bhopali hi hai kya??  Btw jyoti talkies me bhi hai bake n shake	920200690227601408	non-irony
Bhai @HimanshuKhodke tweet padane ka to koi charge nahi hai na .             @sarcastictroler @jokebazz @Humor_DNA	840052920703942656	irony
Ek fridge Goatrip ke plans ke lie bhi hona chahiye. Har bar bigad jate h sale. #goatrip #humor #sarcastic #travel #INDvBAN	875371008395530241	irony
Modi ji bhi sarcastic ho jaate h kabhi kabhi	940228250248163328	non-irony
Bure waqt mein achchhe-achchhon ki creativity of sarcastic humor mara jaati hai...	939516044024016897	non-irony
Do Ladke(Karan & Varun) Kota me IIT ki preparation kr rahe the. Varun: "Rahiman paani raakhiye" Karan(bhauh chadakr): kyo ? Varun: Saale yadi kal bijli nhi aayi to handpump se pani tu bhar k  layega. @HaramiParindey @Humor_Silly @SirJadejaaaa @SarcasticThakur	934051775677648896	irony
Ajeeeb choootya hi kiya koi akhbaar parha tu ne khoooty...look hw much criticism modi faced	909255908311445504	non-irony
Missy.. You r one of the rare double dholkis..who can't see Shaheer wit any1 other than Eri...aur ab humari upor yeh aarop laga rahi ho Wah wah  Aur tumne yeh bhi kaha uske old  fake hain? Kyu tumhari baat kar rahi ho behn	961238695624957952	non-irony
Tu bhi ek ka double??  Aey Raju ye Anuradha ka bhai hai.  #IndvBanpic.twitter.com/JWhSZZGqmO	829966034610307074	non-irony
Lol, aur Woh log khud Rahul aur Priyanka ko party mein lane ki baat karte hain.  Double irony	847853149113073664	non-irony
Aamir Khan in 3 idiots - jo dil Kahe wo karo, papa ki mat suno AK in dangal - jo baap kahe wo karo #irony #doublestandards	868700909097820160	irony
Dear @adgpi iss khushi ke mauke pe thode bahot stone-pelters ko bhi thok dena abhi aate hi honge bahar  Double dhamaka offer https://twitter.com/ndtv/status/868355268140072960 …	868358512975372290	non-irony
Movie dekh k josh double tripal ho gaya hoga bhai ab to wo danka bajayege #ChampionsTrophy me	867730240780386304	non-irony
bhai tu bhi join kar le. G1 g2 ka doubles match ho jayega  @Fussy_Ca @1sInto2s @GadhviLaxman	825647998394826752	non-irony
to Bajirav Mastani kya thi, twist se bharpoor, bina wajah ki.Double standard.	825038393331552256	non-irony
DOUBLES MEN wala hoga uske baad hai ye	909267017105944576	non-irony
Khud apni comedy m joke k naam pe kisi ko kuch bhi keh lo. Kisi aur ne tum pe joke kar diya to rona aa jaata h. #DoubleStandards	923223218931904512	irony
Aaj toh double  lagayega sailor	916691289340440576	non-irony
Wow Jasoos Chapla  Yahan bhi Tara  sab Tara se pyar karte hai  JaiAditya bhi  Double Twist  #Chandrakanta	873929604381241345	non-irony
double nahi lara se bhi aage hai ye @sureshnakhua apko agar list chahiye to kehna humari team ke paas pura data hai	872063083824414720	irony
Ye wahi Dravid hai jisne sachin ki double century rukva di thi  Tab to log gaaliya de rahe the Dravid ko Aaj Achanak se pyaar aan pada hai dravid pe	959707726698881024	irony
@RubikaLiyaquat @ZeeNews LEKIN YAHA AATA HAI DOUBLE TWIST jab chehre Company ke Brand ko Goodwill dena shurukarte hai aur JANATAME APNI VISHWASNIYATA BANALETE HAI TAB COMPANIA APNE AGENDEKO LOGOPAR THOPNEKELIYE INN CHEHROKA ISTAMAL KARTI HAI jaise Aam Aadmi Party ko khada https://twitter.com/AnkushSagane/status/929674458352291840 …	929675964216377345	irony
achcha hua Sonu nigam match dekhne nahi aaya..warna uska takla dekh k aamla gusse mein double century maar deta Allah hu Akhbar!!! #KXIPvMI	855121626110840833	irony
1 week ke bad double honge . Aaj 1 lakh badhe hai	890294850142093312	non-irony
Aaj sunday hai aur match bhi.. double blow to Rohit sharma. #TalentWantRestOnSunday	901698846387879936	non-irony
@kunalkamra88 bol raha double shift karega. Subhah wire ki liye bheekh mangega or raat ko janta ka reporter ki liye	951360791495626752	irony
Koi baat nahi bhai mujhe 1 btc Dede main 1 saal main double karke return kar dunga	951033966538059776	irony
Yeh bheek maangne mein double PhD hai, khandani dhanda hai. Kyun be tatti sharma?	907256024263942144	non-irony
Logon k shareer me itna 'Iron' nahi hota jitna 'Irony' unki baaton me hota hai  #doublestandards	887033676634013696	non-irony
Kutta bana diya sabko.. kuch ki to gf bhi hai.. double ho Gaya unka	886276877219909633	non-irony
Chor Chor Mausere Bhai.  ... Mein Twist ...... Bhai Bhai Chor Chor .... LOLzzzzz - http://timesofindia.indiatimes.com/world/pakistan/double-trouble-for-nawaz-sharif-as-his-brother-also-summoned-by-panama-probe-team-in-pakistan/articleshow/59139782.cms …	874900295230398466	irony
double twist wali cheej bahut achhi lagi...	944981570342961152	non-irony
Waiting for Rahul Gandhi to declare Rohit Sharma a machine....kuch bhi daalo double Century nikalta hai	940880773716103169	irony
@SonaliFan ne btaya ki kuch twist hone wala hai lekin wo nhi btaayengi kyunki makers plan cancel kar sakte hai. Kahi double eviction to nhi?? Agar aisa hua to puneesh aur Akash jaayega. Lekin puneesh gazab entertain kar raha hai filhaal to mai bilkul nhi chahta wo jaaye	943362184385404928	non-irony
Arvind kejriwal-yaha delhi k launde double century per century maar rahe hai aur gujju modi se ek century nahi lagti...MODI MUST RESIGN	942801631216779264	irony
Idhar Modi ji se century nahi lagi wahan Rohit Sharma aadhi neend me double century maar k chala jata hai	942799643653570560	irony
Cps task me dusro ki chugliyan sunne ka haq un 3 logonko diya jinhone pure season me sabse jyada chugliyan ki. Irony! & Bahar aane ke baad aise behave kar rahe hai jaise ki unhone kisik liye kuchh bura kaha hi nahi. Double dholkis! #BB11 #MTVExtraDose #BiggBoss11 #BBextradose	941619763859435520	irony
Sir ye log @MirrorNow  ke office mein saaf safai ka kaam karte hai , iss ad mein kaam Karne keliye inhe RS.500 diye gye. @fayedsouza ki salary se double	934654038116679680	irony
irony is bechare NSUI ko yaha bhi vote nahi mil rahe hai	836584002358292480	irony
irony ye hai ki comrade @DasBolshevik jo khud violence k threat deta hai wo yechuri k tweet ko retweet kar raha hai    dumbo	836498662133989376	irony
Irony kapde iron kar rahi hai, khatam hote hi chullu bhar paani dhoondegi. https://twitter.com/the_hindu/status/836468071686680576 …	836473610927689728	non-irony
ISI ki bistar garm krne wale doosro ko deshbhakti ke path padha rhe hai........Irony killed itself after seeing this @kumar856 @mehartweets	836310283962429440	irony
Angrezon ki mukhbiri karne Wale,aaj nationalism seekha rahe hain.. irony died 1000 times.	836272422722555904	irony
Jin logo ne desh k tirange ko 52 yrs tak nhi apnaya aaj unke chele tiranga march nikal rahe hai. Irony of India. #PseudoNationalist	836224664401821696	irony
What is irony in this??? Kuch bhi...Dimaag sach m jhand ho gaya h iska  https://twitter.com/AthenaAtWar1/status/836119882093715457 …	836136997337055232	non-irony
Bhai irony toh yeh hai tum jaise log Deshbhakti ki certificate baathe ho! Toh tum logon ko yaad dilana padta hai yeh sab!	836092050365788161	non-irony
Irony !! B Grade journo bhi sabko apne jaisa B grade samjh lete hai :-) https://twitter.com/RaisinaSeries/status/835907083975311360 …	835965877250043904	non-irony
Ye do kaudi ke chutbhaiya neta aur journalist bhi @virendersehwag ko lecture dene lage hai ... what an irony ...!	835939898217619456	irony
jab the taab yehi sawal tha, najeeb hai kyu? what an irony	835918048703893508	non-irony
Jo #KarachiKings ko 'barish pe dependent' ka taana dete hain wo khud aj #IslamabadUnited ki win pr dependent hain.! Oh the irony.!  #KKvIU	835909821606072320	irony
Munnawar rana janab wahi hai jo paison ke liye soniya ki khidmat me kalma padhte hai. Aur @TarekFatah par ungli uthathey hai. Wat a irony.	835562890874785794	irony
Sau chuhe khakar billi haj ko chali? Abuser abusing bhakt abusers. Irony https://twitter.com/waglenikhil/status/835006702026166272 …	835025226018717696	irony
@vivekagnihotri ye bolne se pehle sharam to krle, ek tu shirish kundar ko support krta hai, aur inse sadi movie banao. Irony	834976739185020928	irony
Labour bechari chutti kr k bhuka marnay se tw rahi..#irony	858763129328631812	irony
Irony of world of Make UP Naqli Duniya Naqli  Rishtey	858672101691207680	irony
Kuki waha pahle sai bahut gandh machi rahi hai... #irony but true...	858243526076792833	irony
ab jab chutti hai tou soya nahin jataa. What's this irony?	858183045274230784	irony
Lol irony is Qoam ka 10 arab hazam kerny wale... Ek arab k kie pareshan h	858039211122978816	irony
The kahawat "old is gold" purani hogaee, aaj kal ki nasal kehti hai "gold is old", but the old kahawat only makes sense. #MindF #Irony.	857936028660711424	non-irony
bhagwan kisi ko kum or kisi Ko bahut jayada de deta h Nice irony sir	857833591002234881	non-irony
Canadian humko hamara desh bata rahe hai irony	857662095487254528	irony
Desh ka sabse bada gunda crime control k baare me baat kar raha hai... What an irony...	857639584980709377	irony
Irony is ganney ka naam hai "No make up" mgr make up larka larki dono ne kya hua hai.	857587552563417089	irony
Irony of India Khabar bhi kon de rha hai . Jisko maharat hasil hai fake news main. https://twitter.com/ZeeNewsHindi/status/857566248976109570 …	857567365344763904	irony
Ishq kijiye phir samajhiye.. zindagi kya cheez hai  * this song is coming from an anti relationship person.. lol irony of life*	857318178011172864	irony
Irony of Delhi   CHUTIYO se bachne ke liye CHORON ko vote de diya.... #mcd_MahaChorDepartment	857134426618245120	irony
@sambitswaraj ji irony ki mother sister karti hui @BDUTT isko India me koi bhav nahi deta.iska ab aap aur congress jesa hal ho gaya he pic.twitter.com/cYM5HWJceG	857089308901158912	non-irony
This is the irony Jab kaam ho raha hai toh bhi problem.	857039398390706176	irony
Altaf Hussain ki photo luga kay sharam aur haya ki baat?? wah! … Irony!!	856985191319044102	irony
Ishrat Ki khala Rana bibi calling Pragya Thakur terrorist ... irony https://twitter.com/ranaayyub/status/856755826974785536 …	856776225477476352	irony
Irony is  Multan me rehty hue bhi multani mitti paison se khareedni prti hai.	878240620682371076	irony
Irony is that ki aaj @i__Asif bhaitards k maje nhi le rahaaa	878234549263532032	non-irony
Irony : Chara chor chori bhi karta hain aur president ka candidate bhi chunta hain : Hey Ram aap bano President aur humhe banchao	878174919384629248	irony
Aur abhi abhi rahul baba ne BJP/PDP ko blame kiya hai... IRONY DIED 1000 TIMES.	8.78172E+17	irony
din bhar doosre dharm/faith ko gaali dene wale aisa usko keh rahe hain jo Modi jaisa jeeja aur daamaad ki dua de raha hai, irony suicides!	878116658434383872	irony
Now irony is Raja Ko praja ki care Kahan..Abhi election Kahan hai	877948288242073601	irony
But sir isn't it irony of Haryana.  Jha ghar hai vha sadak nhi hai, Jha sadak ban rhi hai vha ghar nhi hai.  #DwarkaExpressWay	877925719854039040	irony
Kent RO has introduced "Save water technology" Kya Irony hai, Pure paani peene se duniya ka konsa water save hojata hai?	877906621086572544	irony
Waise hi Hospital ki sookhi roti hazam na hone se dukhi hun...  Upar se Domino wale SMS bhejte "Sirf aap ke liye Spl offer..."  #irony	877898509592051713	irony
Haha yar see the irony!!! Khud phele sheshay per anda mara aur dosre ko keh raha shesha ganda mat ker...	877855641066291205	irony
Chautha jinko "logic aur irony" samajh nahi aati	877803702400106497	non-irony
Ek taraf to ladki chahti hai ki koi uske sath flirt na kre But irony wahi hai jo flirt karta hai popular wahi hota hai.. #JustAThought	877735093707603968	irony
Sach me aur irony to ye hai ki log Maya ko pagal bolte hai	877564259093274626	non-irony
Irony hai ram	877553826751930368	non-irony
Bina Lund wale dusro ko unki ammi se unki mardangi puchne ko bol rhe hai...isse Badi irony kya ho skti hai??	877552625956384769	irony
Jo log Rahul Gandhi ko nahi hata paaye vo kohli ko hatane ki baat kar rahe hain. #Irony https://twitter.com/JhaSanjay/status/877406229915738112 …	877521345768288256	irony
This is the irony!Police apna kaam chod kar ab Choron ke saath Milli hue hai!Or koi Adhikari kuch karne ko Tayyar nahi hai!This is law&Order	877493724573454336	irony
Video acha banaya hai  Bilkul nishane pe hai  Sach batein hai Lekin jaha se aarha hai usme hi sabse badi Irony hai	877453277280870400	non-irony
@rssurjewala yes, aap mein iron ki kami ke wajah se irony this rahi hai	877360916873961473	non-irony
Irony Ko jante ho ? Tumgari is tweet ji vajah se usne sucide kar liya hai....70 saal ke baad ab gareebo ki baat karte ho ? Dhurt	877161997669773312	non-irony
Aaj utni bhi irony nahi hai maiyakhaane me, jitni yeha chorh diya karte the paimaane me.	877132920372174848	non-irony
Irony    dekh usne tubelight ko bhi flop bola Hai	877090671353446401	irony
Lol tu yaar bhai IQ = 0 mein power dund raha hai.... Irony	877041689529114624	irony
Such irony from Aajibai!! https://twitter.com/ndtv/status/876773060891729920 …	876810008398356484	non-irony
Har baari goli ya koi anokhi tarah se marti thi, lekin Aaj irony good old tarah se buddhi hoke maregi	876778345379143680	non-irony
Irony is..   60k ka videshi mobile use karne wala bolta hai india me berojgari kam karo..  Or Andolan bhi karta hai..	876705916434894848	irony
Irony is porkis are talking about aukat, Abey muh dho lo phle saale bhikhmange	876532456328974337	non-irony
Irony toh dekho Stargold Select hd me bajrangi bhaijaan aari hain Aur bc pak yaha bhi jeet rahi aur munni uchal rahi h #indvspak	876477062642450433	non-irony
Sir irony toh ye hai ki puri zindagi aap logo ne kaha ki aap terrorism ke shikaar hai but aap log khud he terrorism phaila rhe hai #fckof	876475214539796480	irony
Jamke barasney waalee Raanee. Barkha Devi Dutt, the 'irony queen'.	876469367013220352	non-irony
Inki baating dekhkr Pakistan ki yaad aa gyi #Irony	876459127806992385	irony
Irony, Aaj Father's day hai and Son day(sunday) bhi,  upar se Baap Bete ke bich One day bhi...  Khair jeetna Baap ne hi hai #INDvPAK	876417810485981184	non-irony
Yep, irony ka khula tazaad, that.	876410647428308993	non-irony
Light aati nhi inke yahan aur humko gareeb bolte hai  #irony	876409072240664576	non-irony
Bhai sahab apni baradari ka sath detay detay kaheen sach ka qattal hi na ker dena,,, u know JEW reporting n stl u are their side irony	876348952395829248	irony
Irony  100 me se 80 beiman  Fir v mera desh mahan	876327980682924032	irony
Irony. Sreedharan is a Bhakt too	876305884338470912	irony
Siyana fan of bhai. Irony!	876289265738461184	irony
Irony mei kaha ye... Asal mei "Kaam waali" kaha..	904376574627110913	non-irony
Irony is " Paneer hi chicken hota tumlog ka" bolne wale bhi Bakri-eid k time 'animal lover' bane hue h	904351464885293056	irony
Irony went to Bhutan on a Rahul Gandhi	904310438782877697	non-irony
Hahaha aur vo madam bhi bhot kam bolti . But irony is rakhi sawant hottest girl thi.	904101034850639872	irony
And Bhakts still think Hindu Khatre Mein Hain!! What an irony from a Sanghi Page Atal Bihari Vajpayee Fans http://fb.me/8ZY3x5uI5 	903947028207566848	non-irony
Irony is Chutiya tune khudko pehle Tweet mai hi bola tha  Tujhe Gali dena v waste hai.. Chal Chorr ab https://twitter.com/Only_gautam/status/903907521869504512 …	903907888824950784	non-irony
See the irony , is joke ko banane k liye inki puri team lagi hui thi  pic.twitter.com/cAiuy2moK8	903867082646765570	irony
The irony is ~ #Anda #Kanoon bhi 'tarazoo' ka istamal karte hai ~ uski tribal insaan ki tarah.pic.twitter.com/z68xer6XmN	903811238987055105	irony
Aa gya ek aur fake news waala.. irony ye hai ki #stopfakenews pe tweet Kar Raha hai	903673994305351680	irony
Irony Is    Phatti Pent  Ameer  Phatti Kameez  Gareeb	903663879024082944	irony
That's the irony jeevan bhaiya..	903546644498489344	non-irony
Dil pe le Liya irony ne.	903483493820227590	non-irony
Tumhari betiya kisi se bhi shadi kre or tum public ki betiyo ke pehre lagao  Whats irony #Bravehadiya	903344570074791936	irony
yahi to iss desh ki irony hai,logo ko samajhne me waqt lag jaata hai aur yahi kaaran hai aaj desh itna peeche chala gaya hai.	903306684747022336	non-irony
What an #Irony. Dil ki duhai woh de rahe hai jin ke seeney main insaan ka dil hi nahi. #Killers #Rapists #Antinationals #traitors #jihadistshttps://twitter.com/Majid_Hyderi/status/902952938091327488 …	902958061731561472	irony
Irony is jin 45 MLAs ko janta na chuna hai unhe ek aise insan ki permission leni pd rhi h jisko kisi ne nh chuna #DelhiWantsMohallaClinics	902929466791419904	irony
